"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2008-09-27","90.0","-2.57","5.00","Jensen Lewis",117244,460029,"home_run","hit_into_play_score",,,,,"5","Paul Konerko homers (21) on a fly ball to left field.   Jim Thome scores.  ","R","R","R","CWS","CLE","X","null","fly_ball",0,0,2008,"-0.87","1.94","0.11","2.37","null","null",123272,2,8,"Bot","39.16","53.21",,,"null",,"080927_203302",8.679,-130.746,-4.612,-9.156,29.243,-11.174,"3.59","1.67","null","null","null","null","null","null",236161,460029,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",67,"1","4-Seam Fastball",4,8,4,8,8,4,4,8,"null","null"
"SL","2008-09-27","82.0","-1.58","5.75","Jon Adkins",405395,424668,"home_run","hit_into_play_score",,,,,"8","Albert Pujols homers (37) on a line drive to left field.  ","R","R","R","STL","CIN","X","null","line_drive",1,1,2008,"0.02","0.31","-0.15","1.91","null","null","null",1,7,"Bot","43.17","69.28",,,"null",,"080927_201346",3.012,-119.324,-2.352,1.531,26.15,-31.059,"3.27","1.40","null","null","null","null","null","null",236160,424668,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",59,"3","Slider",6,3,6,3,3,6,6,3,"null","null"
"FT","2008-09-27","87.9","3.11","5.40","Zach Jackson",117244,435638,"home_run","hit_into_play_score",,,,,"33","Paul Konerko homers (20) on a fly ball to right center field.  ","R","R","L","CWS","CLE","X","null","fly_ball",2,1,2008,"1.16","1.25","1.08","2.48","null","null","null",1,7,"Bot","182.73","39.16",,,"null",,"080927_195502",-8.108,-127.775,-3.328,15.132,28.832,-20.159,"3.59","1.67","null","null","null","null","null","null",236161,435638,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",53,"4","2-Seam Fastball",1,7,1,7,7,1,1,7,"null","null"
"FF","2008-09-27","85.7","1.45","6.89","John Lannan",150029,458709,"home_run","hit_into_play_score",,,,,"13","Jayson Werth homers (24) on a fly ball to right field.  ","R","R","L","PHI","WSH","X","null","fly_ball",1,2,2008,"0.60","1.71","0.19","4.11","null","null","null",0,5,"Bot","206.83","78.31",,,"null",,"080927_172111",-4.758,-124.647,-3.647,8.173,26.669,-15.623,"4.25","1.88","null","null","null","null","null","null",236172,458709,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",40,"4","4-Seam Fastball",2,1,2,1,1,2,2,1,"null","null"
"SL","2008-09-27","82.6","2.18","6.10","Dontrelle Willis",450314,425883,"home_run","hit_into_play_score",,,,,"37","Ben Zobrist homers (11) on a fly ball to left center field.  ","R","R","L","DET","TB","X","null","fly_ball",1,2,2008,"-0.36","0.40","-0.54","1.63","null","null","null",1,5,"Top","46.18","44.18",,,"null",,"080927_203113",-5.935,-120.143,-4.213,-2.361,25.354,-30.049,"3.38","1.50","null","null","null","null","null","null",236169,425883,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",35,"4","Slider",1,2,2,1,2,1,2,1,"null","null"
"FF","2008-09-27","89.8","2.07","6.25","Glendon Rusch",276055,121556,"home_run","hit_into_play_score",,,,,"8","Adam Dunn homers (40) on a fly ball to center field.  ","R","L","L","ARI","COL","X","null","fly_ball",2,1,2008,"0.89","1.77","-0.01","2.29","null","null","null",0,4,"Bot","116.47","10.04",,,"null",,"080927_180516",-7.822,-130.283,-7.64,12.667,26.456,-13.233,"3.63","1.90","null","null","null","null","null","null",236162,121556,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",27,"4","4-Seam Fastball",0,1,0,1,1,0,0,1,"null","null"
"SL","2008-09-27","77.9","-1.93","6.53","James Parr",452254,444970,"home_run","hit_into_play_score",,,,,"8","Hunter Pence homers (25) on a line drive to left field.  ","R","R","R","HOU","ATL","X","null","line_drive",0,1,2008,"0.15","0.25","-0.07","2.24","null","null","null",1,2,"Bot","52.21","44.18",,,"null",,"080927_185641",3.559,-113.389,-2.456,2.626,22.491,-31.659,"3.62","1.83","null","null","null","null","null","null",236158,444970,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",24,"2","Slider",0,9,0,9,9,0,0,9,"null","null"
"CH","2008-09-27","78.3","-1.70","6.37","Greg Maddux",133160,118120,"home_run","hit_into_play_score",,,,,"5","Randy Winn homers (10) on a fly ball to right field.  ","R","L","R","SF","LAD","X","null","fly_ball",0,0,2008,"-0.39","0.65","-0.21","2.72","null","null","null",0,4,"Bot","197.79","59.24",,,"null",,"080927_190110",3.922,-113.957,-2.11,-2.491,17.789,-27.908,"3.45","1.55","null","null","null","null","null","null",236165,118120,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",28,"1","Changeup",0,1,0,1,1,0,0,1,"null","null"
"SL","2008-09-27","86.7","-1.94","6.51","Matt Garza",408234,490063,"home_run","hit_into_play_score",,,,,"7","Miguel Cabrera homers (37) on a fly ball to left field.  ","R","R","R","DET","TB","X","null","fly_ball",3,2,2008,"0.43","0.43","-0.33","2.18","null","null","null",0,2,"Bot","41.16","48.19",,,"null",,"080927_194651",2.714,-126.127,-4.927,6.562,22.538,-29.515,"3.50","1.72","null","null","null","null","null","null",236169,490063,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",14,"7","Slider",0,2,0,2,2,0,0,2,"null","null"
"FT","2008-09-27","91.1","-1.82","6.55","Aaron Harang",150479,421685,"home_run","hit_into_play_score",,,,,"22","Felipe Lopez homers (6) on a fly ball to left field.  ","R","L","R","STL","CIN","X","null","fly_ball",0,1,2008,"-1.41","1.44","-0.58","2.42","null","null","null",2,3,"Bot","26.10","87.35",,,"null",,"080927_185012",6.315,-132.316,-7.511,-16.187,30.918,-16.868,"3.38","1.50","null","null","null","null","null","null",236160,421685,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",22,"2","2-Seam Fastball",2,0,2,0,0,2,2,0,"null","null"
"SL","2008-09-27","87.2","-1.91","6.51","Matt Cain",455088,430912,"home_run","hit_into_play_score",,,,,"3","Blake DeWitt homers (9) on a fly ball to right field.  ","R","L","R","SF","LAD","X","null","fly_ball",1,2,2008,"0.59","0.45","0.49","3.08","null","null","null",2,3,"Top","209.84","60.24",,,"null",,"080927_184226",4.352,-126.935,-2.851,8.526,23.126,-29.19,"3.45","1.57","null","null","null","null","null","null",236165,430912,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",17,"5","Slider",0,0,0,0,0,0,0,0,"null","null"
"FC","2008-09-27","86.7","-1.83","6.08","Brandon Backe",461811,407840,"home_run","hit_into_play_score",,,,,"5","Josh Anderson homers (3) on a fly ball to right field.    James Parr scores.  ","R","L","R","HOU","ATL","X","null","fly_ball",1,0,2008,"-0.48","1.07","-0.14","2.56","null","null",444970,1,2,"Top","219.88","63.25",,,"null",,"080927_183240",4.971,-126.168,-4.196,-4.011,29.033,-22.453,"3.40","1.63","null","null","null","null","null","null",236158,407840,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",14,"2","Cutter",0,3,3,0,3,0,3,0,"null","null"
"null","2008-09-27","null","null","null","Ervin Santana",448801,429722,"home_run","hit_into_play_score",,,,,"null","Chris Davis homers (17) on a fly ball to right field.  ","R","L","R","LAA","TEX","X","null","fly_ball",0,0,2008,"null","null","null","null","null","null","null",1,2,"Top","188.76","41.16",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",236170,429722,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",11,"1","null",1,2,2,1,2,1,2,1,"null","null"
"null","2008-09-27","null","null","null","Ervin Santana",443558,429722,"home_run","hit_into_play_score",,,,,"null","Nelson Cruz homers (7) on a fly ball to left center field.   Marlon Byrd scores.  ","R","R","R","LAA","TEX","X","null","fly_ball",1,0,2008,"null","null","null","null","null","null",407781,1,2,"Top","68.27","43.17",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",236170,429722,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",10,"2","null",1,0,0,1,0,1,0,1,"null","null"
"CH","2008-09-27","79.0","1.91","5.67","Greg Smith",492706,460105,"home_run","hit_into_play_score",,,,,"3","Kenji Johjima homers (7) on a fly ball to left field.   Miguel Cairo scores.    Wladimir Balentien scores.  ","R","R","L","SEA","OAK","X","null","fly_ball",1,0,2008,"1.02","1.31","0.34","2.70",111867,"null",434605,1,1,"Bot","16.06","62.25",,,"null",,"080927_133035",-5.943,-114.938,-1.852,10.852,24.177,-21.876,"3.10","1.51","null","null","null","null","null","null",236167,460105,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",12,"2","Changeup",3,0,3,0,0,3,3,0,"null","null"
"FT","2008-09-27","89.0","-2.11","6.49","Aaron Harang",136267,421685,"home_run","hit_into_play_score",,,,,"37","Troy Glaus homers (26) on a line drive to left field.   Ryan Ludwick scores.  ","R","R","R","STL","CIN","X","null","line_drive",0,1,2008,"-1.23","1.35","-0.34","1.98","null","null",407886,0,2,"Bot","60.24","40.16",,,"null",,"080927_183429",7.043,-129.27,-7.684,-13.048,32.127,-18.853,"3.97","1.76","null","null","null","null","null","null",236160,421685,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",12,"2","2-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"null","2008-09-27","null","null","null","Jimmy Barthmaier",450260,444864,"home_run","hit_into_play_score",,,,,"null","Kevin Kouzmanoff homers (23) on a fly ball to center field.   Adrian Gonzalez scores.  ","R","R","R","SD","PIT","X","null","fly_ball",0,0,2008,"null","null","null","null","null",408236,"null",2,1,"Bot","94.38","31.12",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",236168,444864,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",10,"1","null",1,0,1,0,0,1,1,0,"null","null"
"FF","2008-09-27","91.7","-2.62","5.88","Brian Bass",150415,430654,"home_run","hit_into_play_score",,,,,"5","Brad Wilkerson homers (4) on a fly ball to right center field.  ","R","L","R","BAL","TOR","X","null","fly_ball",1,1,2008,"-1.10","0.71","-0.02","2.29","null","null","null",1,2,"Top","165.66","24.10",,,"null",,"080927_192340",9.19,-133.204,-4.481,-12.421,30.619,-25.754,"3.38","1.50","null","null","null","null","null","null",236171,430654,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",10,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"FT","2008-09-27","86.8","2.95","5.51","Zach Jackson",113679,435638,"home_run","hit_into_play_score",,,,,"7","Jermaine Dye homers (34) on a fly ball to left field.  ","R","R","L","CWS","CLE","X","null","fly_ball",2,0,2008,"1.17","0.95","-0.32","2.44","null","null","null",2,1,"Bot","25.10","78.31",,,"null",,"080927_181350",-11.114,-125.967,-2.804,14.876,28.308,-23.77,"3.79","1.84","null","null","null","null","null","null",236161,435638,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",7,"3","2-Seam Fastball",0,1,0,1,1,0,0,1,"null","null"
"null","2008-09-27","null","null","null","Ben Sheets",132880,282656,"home_run","hit_into_play_score",,,,,"null","Daryle Ward homers (4) on a fly ball to right field.    Ronny Cedeno scores.  ","R","L","R","MIL","CHC","X","null","fly_ball",2,1,2008,"null","null","null","null","null","null",430592,2,1,"Top","218.88","66.27",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",236159,282656,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",4,"4","null",0,0,0,0,0,0,0,0,"null","null"
"FT","2008-09-27","93.8","-1.56","4.82","Javier Vazquez",425783,134320,"home_run","hit_into_play_score",,,,,"8","Shin-Soo Choo homers (14) on a fly ball to right center field.  ","R","L","R","CWS","CLE","X","null","fly_ball",1,0,2008,"-1.37","1.70","0.21","2.05","null","null","null",2,1,"Top","199.80","46.18",,,"null",,"080927_180644",7.832,-136.32,-5.056,-16.581,34.15,-12.699,"3.25","1.65","null","null","null","null","null","null",236161,134320,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",3,"2","2-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-09-27","90.7","-1.95","5.90","Brandon Backe",461811,407840,"home_run","hit_into_play_score",,,,,"4","Josh Anderson homers (2) on a fly ball to right field.  ","R","L","R","HOU","ATL","X","null","fly_ball",1,0,2008,"-0.78","1.46","-0.31","2.71","null","null","null",0,1,"Top","228.92","100.40",,,"null",,"080927_180719",5.808,-131.899,-5.011,-8.121,32.086,-16.826,"3.40","1.63","null","null","null","null","null","null",236158,407840,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",1,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"SL","2008-09-26","89.3","-1.93","6.13","Grant Balfour",122111,346797,"home_run","hit_into_play_score",,,,,"5","Gary Sheffield homers (19) on a fly ball to left center field.  ","R","R","R","DET","TB","X","null","fly_ball",0,1,2008,"-0.42","0.78","0.15","2.07","null","null","null",1,8,"Bot","60.24","31.12",,,"null",,"080926_215428",6.062,-129.853,-5.56,-3.625,25.382,-25.164,"3.23","1.45","null","null","null","null","null","null",236154,346797,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",71,"2","Slider",5,3,5,3,3,5,5,3,"null","null"
"SI","2008-09-26","93.1","-1.74","5.81","Julian Tavarez",113889,123118,"home_run","hit_into_play_score",,,,,"5","Darin Erstad homers (4) on a fly ball to right field.  ","R","L","R","HOU","ATL","X","null","fly_ball",0,0,2008,"-1.15","0.68","-0.11","2.75","null","null","null",1,9,"Bot","212.85","66.27",,,"null",,"080926_220511",6.875,-135.424,-3.257,-13.525,32.195,-25.974,"3.38","1.68","null","null","null","null","null","null",236143,123118,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",74,"1","Sinker",4,4,4,4,4,4,4,4,"null","null"
"FF","2008-09-26","97.5","-1.99","6.04","Brian Wilson",431145,451216,"home_run","hit_into_play_score",,,,,"5","Russell Martin homers (13) on a fly ball to left field.   A.  J.   Ellis scores.  ","R","R","R","SF","LAD","X","null","fly_ball",2,2,2008,"0.25","1.46","0.12","2.91","null","null",454560,2,9,"Top","45.18","57.23",,,"null",,"080926_224124",4.946,-141.833,-6.314,5.57,28.823,-13.992,"3.63","1.69","null","null","null","null","null","null",236150,451216,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",74,"6","4-Seam Fastball",4,3,3,4,3,4,3,4,"null","null"
"FF","2008-09-26","96.1","-2.07","6.02","Brian Wilson",425766,451216,"home_run","hit_into_play_score",,,,,"5","James Loney homers (13) on a fly ball to right field.  ","R","L","R","SF","LAD","X","null","fly_ball",0,1,2008,"-0.08","1.68","0.24","2.47","null","null","null",0,9,"Top","212.85","81.33",,,"null",,"080926_223107",6.226,-139.65,-7.671,0.726,30.169,-11.666,"3.78","1.72","null","null","null","null","null","null",236150,451216,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",70,"2","4-Seam Fastball",4,2,2,4,2,4,2,4,"null","null"
"CH","2008-09-26","85.7","-1.29","5.76","Ryan Franklin",123609,211041,"home_run","hit_into_play_score",,,,,"5","Javier Valentin homers (4) on a fly ball to right field.    Danny Richar scores.  ","R","L","R","STL","CIN","X","null","fly_ball",1,1,2008,"-1.26","0.64","-0.10","2.49",462950,"null","null",2,9,"Top","232.93","75.30",,,"null",,"080926_214004",5.487,-124.617,-2.398,-12.538,28.743,-27.32,"3.33","1.31","null","null","null","null","null","null",236145,211041,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",71,"3","Changeup",6,4,4,6,4,6,4,6,"null","null"
"SL","2008-09-26","81.9","2.84","5.63","Bobby Seay",425834,150144,"home_run","hit_into_play_score",,,,,"23","B.  J.   Upton homers (9) on a fly ball to left field.  ","R","R","L","DET","TB","X","null","fly_ball",0,1,2008,"-0.63","-0.21","-0.76","2.07","null","null","null",1,7,"Top","51.20","41.16",,,"null",,"080926_211020",-7.38,-119.061,-0.71,-5.203,21.202,-36.193,"3.38","1.50","null","null","null","null","null","null",236154,150144,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",56,"2","Slider",5,2,2,5,2,5,2,5,"null","null"
"null","2008-09-26","null","null","null","Chad Gaudin",430001,429985,"home_run","hit_into_play_score",,,,,"null","Rickie Weeks homers (14) on a fly ball to left field.   Seth McClung scores.    Mike Cameron scores.  ","R","R","R","MIL","CHC","X","null","fly_ball",1,0,2008,"null","null","null","null",425528,"null",111904,1,7,"Bot","18.07","69.28",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",236144,429985,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",58,"2","null",2,1,2,1,1,2,2,1,"null","null"
"SI","2008-09-26","92.6","2.32","4.98","Jerry Blevins",453531,460283,"home_run","hit_into_play_score",,,,,"7","Rob Johnson homers (1) on a fly ball to left field.   Luis Valbuena scores.  ","R","R","L","SEA","OAK","X","null","fly_ball",2,0,2008,"1.06","1.56","-0.30","1.95","null","null",472528,2,5,"Bot","36.14","46.18",,,"null",,"080926_210230",-9.821,-134.469,-5.166,15.404,33.375,-14.973,"3.38","1.50","null","null","null","null","null","null",236152,460283,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",53,"3","Sinker",8,6,8,6,6,8,8,6,"null","null"
"FF","2008-09-26","89.5","-1.23","5.73","Sean Gallagher",430946,451595,"home_run","hit_into_play_score",,,,,"5","Jose Lopez homers (17) on a fly ball to left field.  ","R","R","R","SEA","OAK","X","null","fly_ball",2,0,2008,"-1.41","1.43","0.09","2.63","null","null","null",1,5,"Bot","36.14","54.22",,,"null",,"080926_205006",6.438,-130.11,-4.485,-15.601,30.45,-17.599,"3.23","1.54","null","null","null","null","null","null",236152,451595,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",48,"3","4-Seam Fastball",5,6,5,6,6,5,5,6,"null","null"
"FF","2008-09-26","90.5","-2.36","6.36","Mike Timlin",285068,123348,"home_run","hit_into_play_score",,,,,"2","Cody Ransom homers (4) on a fly ball to left field.  ","R","R","R","BOS","NYY","X","null","fly_ball",0,0,2008,"-0.95","1.58","-0.14","3.07","null","null","null",0,5,"Top","31.12","81.33",,,"null",,"080926_222507",7.676,-131.471,-5.402,-10.08,34.004,-15.62,"3.52","1.79","null","null","null","null","null","null",236151,123348,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",48,"1","4-Seam Fastball",4,12,12,4,12,4,12,4,"null","null"
"CU","2008-09-26","77.7","-1.04","6.41","Philip Humber",449107,458950,"home_run","hit_into_play_score",,,,,"1","Mike Aviles homers (10) on a fly ball to left center field.  ","R","R","R","MIN","KC","X","null","fly_ball",1,2,2008,"1.07","-0.53","-0.36","2.75","null","null","null",1,6,"Top","56.22","41.16",,,"null",,"080926_205207",-0.955,-113.154,0.605,10.911,24.654,-38.568,"3.07","1.42","null","null","null","null","null","null",236149,458950,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",46,"4","Curveball",0,6,6,0,6,0,6,0,"null","null"
"CH","2008-09-26","78.0","2.04","5.21","Scott Lewis",113679,460260,"home_run","hit_into_play_score",,,,,"30","Jermaine Dye homers (33) on a line drive to left field.   Brian Anderson scores.  ","R","R","L","CWS","CLE","X","null","line_drive",1,1,2008,"1.12","0.89","0.58","2.10","null","null",435042,0,5,"Bot","59.24","58.23",,,"null",,"080926_205413",-5.862,-113.501,-1.154,11.62,22.785,-25.854,"3.74","1.64","null","null","null","null","null","null",236146,460260,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",49,"3","Changeup",4,9,4,9,9,4,4,9,"null","null"
"FF","2008-09-26","87.4","-0.21","6.77","Joe Blanton",457850,430599,"home_run","hit_into_play_score",,,,,"5","Play reviewed and stands as called: Kory Casto homers (2) on a line drive to right field.  ","R","L","R","PHI","WSH","X","null","line_drive",1,0,2008,"-1.00","1.56","0.02","2.76","null","null","null",2,6,"Top","195.78","67.27",,,"null",,"080926_204413",2.598,-127.158,-6.682,-10.178,28.109,-16.718,"4.07","1.74","null","null","null","null","null","null",236157,430599,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",49,"2","4-Seam Fastball",7,3,3,7,3,7,3,7,"null","null"
"SI","2008-09-26","93.6","-1.32","5.68","Mike Pelfrey",425545,460059,"home_run","hit_into_play_score",,,,,"2","Josh Willingham homers (15) on a fly ball to left field.  ","R","R","R","NYM","FLA","X","null","fly_ball",3,2,2008,"-1.23","1.23","-0.24","3.01","null","null","null",2,6,"Top","15.06","86.35",,,"null",,"080926_204605",5.669,-136.2,-3.713,-14.781,30.16,-18.621,"3.38","1.49","null","null","null","null","null","null",236148,460059,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",46,"8","Sinker",0,2,2,0,2,0,2,0,"null","null"
"SI","2008-09-26","85.8","2.34","6.38","Chris Waters",450303,425561,"home_run","hit_into_play_score",,,,,"5","Curtis Thigpen homers (1) on a fly ball to left field.  ","R","R","L","BAL","TOR","X","null","fly_ball",0,0,2008,"1.50","1.13","-0.21","2.32","null","null","null",0,7,"Top","20.08","71.29",,,"null",,"080926_203758",-9.948,-124.448,-5.423,18.126,27.404,-22.04,"3.44","1.71","null","null","null","null","null","null",236156,425561,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",48,"1","Sinker",0,1,1,0,1,0,1,0,"null","null"
"FF","2008-09-26","90.9","-2.43","6.40","Jason Hirsh",452220,444865,"home_run","hit_into_play_score",,,,,"5","Stephen Drew homers (21) on a fly ball to center field.  ","R","L","R","ARI","COL","X","null","fly_ball",3,1,2008,"-1.04","1.57","-0.23","2.54","null","null","null",1,5,"Bot","114.46","12.05",,,"null",,"080926_201049",7.944,-131.924,-7.14,-11.507,27.757,-15.257,"3.07","1.44","null","null","null","null","null","null",236147,444865,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",41,"5","4-Seam Fastball",1,3,1,3,3,1,1,3,"null","null"
"null","2008-09-26","null","null","null","Scott Proctor",134260,429984,"home_run","hit_into_play_score",,,,,"null","Play reviewed and overturned: Bengie Molina homers (16) on a fly ball to right field.    Pablo Sandoval scores.  ","R","R","R","SF","LAD","X","null","fly_ball",0,0,2008,"null","null","null","null","null","null",467055,1,6,"Bot","219.88","83.33",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",236150,429984,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",46,"1","null",0,2,0,2,2,0,0,2,"null","null"
"null","2008-09-26","null","null","null","Mike Ekstrom",425491,455091,"home_run","hit_into_play_score",,,,,"null","Ryan Doumit homers (15) on a fly ball to right field.    Nate McLouth scores.    Freddy Sanchez scores.  ","R","L","R","SD","PIT","X","null","fly_ball",0,1,2008,"null","null","null","null","null",434661,408108,0,6,"Top","234.94","71.29",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",236153,455091,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",38,"2","null",1,1,1,1,1,1,1,1,"null","null"
"FT","2008-09-26","90.4","-1.88","5.59","D.J. Carrasco",434939,425647,"home_run","hit_into_play_score",,,,,"1","Ryan Garko hits a grand slam (14) to center field.   Ben Francisco scores.    Shin-Soo Choo scores.    Jhonny Peralta scores.  ","R","R","R","CWS","CLE","X","null","fly_ball",1,0,2008,"-1.14","0.98","-0.33","3.02",450204,425783,425509,0,5,"Top","108.43","29.12",,,"null",,"080926_203337",6.456,-131.465,-2.32,-12.619,28.293,-22.616,"3.50","1.60","null","null","null","null","null","null",236146,425647,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",42,"2","2-Seam Fastball",4,5,5,4,5,4,5,4,"null","null"
