"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2008-06-21","91.1","1.36","5.29","Wandy Rodriguez",448605,434643,"home_run","hit_into_play_score",,,,,"5","Justin Ruggiano homers (1) on a fly ball to left field.  ","R","R","L","TB","HOU","X","null","fly_ball",3,2,2008,"0.20","2.24","0.14","2.17","null","null","null",1,5,"Bot","26.10","79.32",,,"null",,"080621_191840",-3.945,-132.405,-6.637,4.063,35.181,-7.517,"3.38","1.47","null","null","null","null","null","null",234881,434643,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",35,"12","4-Seam Fastball",1,1,1,1,1,1,1,1,"null","null"
"FT","2008-06-21","93.7","1.87","5.68","Boone Logan",113744,457429,"home_run","hit_into_play_score",,,,,"4","Jim Edmonds homers (5) on a fly ball to left field.  ","R","L","L","CHC","CWS","X","null","fly_ball",0,1,2008,"1.16","1.31","-0.30","2.01","null","null","null",1,4,"Bot","68.27","32.13",,,"null",,"080621_132810",-8.966,-136.048,-6.429,16.996,35.282,-17.843,"2.97","1.31","null","null","null","null","null","null",234876,457429,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",40,"2","2-Seam Fastball",9,4,9,4,4,9,9,4,"null","null"
"FS","2008-06-21","78.3","-2.72","6.43","Jose Contreras",133380,425747,"home_run","hit_into_play_score",,,,,"6","Aramis Ramirez homers (13) on a line drive to left field.   Eric Patterson scores.    Derrek Lee scores.  ","R","R","R","CHC","CWS","X","null","line_drive",2,2,2008,"-0.67","0.51","0.34","2.27",452221,"null",117601,1,4,"Bot","39.16","64.26",,,"null",,"080621_132449",7.957,-113.705,-2.759,-5.006,22.92,-29.278,"3.22","1.37","null","null","null","null","null","null",234876,425747,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",39,"5","Split-Finger",6,4,6,4,4,6,6,4,"null","null"
"SI","2008-06-21","89.2","1.62","6.07","Kason Gabbard",451186,451257,"home_run","hit_into_play_score",,,,,"5","Lastings Milledge homers (6) on a fly ball to left field.  ","R","R","L","WSH","TEX","X","null","fly_ball",3,1,2008,"1.16","1.21","-0.01","2.44","null","null","null",0,4,"Bot","3.01","51.20",,,"null",,"080621_201844",-7.211,-129.661,-5.206,15.559,31.503,-20.342,"3.45","1.48","null","null","null","null","null","null",234886,451257,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",31,"5","Sinker",0,4,0,4,4,0,0,4,"null","null"
"SL","2008-06-21","81.8","-2.05","5.14","Pedro Martinez",425547,118377,"home_run","hit_into_play_score",,,,,"5","Brad Hawpe homers (9) on a fly ball to right field.  ","R","L","R","COL","NYM","X","null","fly_ball",0,0,2008,"0.21","0.84","-0.17","2.60","null","null","null",0,5,"Bot","208.84","42.17",,,"null",,"080621_191627",3.683,-119.019,-0.527,3.493,21.678,-25.653,"3.40","1.53","null","null","null","null","null","null",234882,118377,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",34,"1","Slider",1,1,1,1,1,1,1,1,"null","null"
"FF","2008-06-21","86.4","-1.85","4.93","Pedro Martinez",425548,118377,"home_run","hit_into_play_score",,,,,"5","Garrett Atkins homers (10) on a fly ball to left field.  ","R","R","R","COL","NYM","X","null","fly_ball",0,0,2008,"-0.64","1.04","0.13","2.48","null","null","null",0,5,"Bot","27.11","41.16",,,"null",,"080621_191540",6.144,-125.696,-1.606,-5.927,21.175,-22.518,"3.23","1.58","null","null","null","null","null","null",234882,118377,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",33,"1","4-Seam Fastball",0,1,0,1,1,0,0,1,"null","null"
"null","2008-06-21","null","null","null","Jesse Litsch",430832,446209,"home_run","hit_into_play_score",,,,,"null","Jose Bautista homers (8) on a fly ball to left field.   Doug Mientkiewicz scores.  ","R","R","R","PIT","TOR","X","null","fly_ball",3,2,2008,"null","null","null","null","null","null",137006,1,4,"Bot","21.08","82.33",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",234887,446209,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",33,"7","null",4,1,4,1,1,4,4,1,"null","null"
"FT","2008-06-21","91.8","-2.41","6.36","Jose Contreras",430917,425747,"home_run","hit_into_play_score",,,,,"4","Mike Fontenot homers (3) on a fly ball to left field.  ","R","L","R","CHC","CWS","X","null","fly_ball",0,0,2008,"-1.13","1.17","-0.55","2.48","null","null","null",0,4,"Bot","47.19","25.10",,,"null",,"080621_131112",7.387,-133.343,-6.494,-13.031,25.996,-19.842,"3.17","1.50","null","null","null","null","null","null",234876,425747,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",32,"1","2-Seam Fastball",2,4,2,4,4,2,2,4,"null","null"
"FS","2008-06-21","76.1","-2.22","6.61","Jose Contreras",113744,425747,"home_run","hit_into_play_score",,,,,"1","Jim Edmonds homers (4) on a fly ball to left field.  ","R","L","R","CHC","CWS","X","null","fly_ball",0,1,2008,"-1.07","0.87","-0.47","2.75","null","null","null",0,4,"Bot","50.20","23.09",,,"null",,"080621_131021",5.73,-110.729,-2.412,-8.351,20.05,-26.339,"2.97","1.31","null","null","null","null","null","null",234876,425747,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",31,"2","Split-Finger",1,4,1,4,4,1,1,4,"null","null"
"SI","2008-06-21","90.7","-2.58","6.14","Jason Marquis",276547,150302,"home_run","hit_into_play_score",,,,,"37","Dewayne Wise homers (1) on a fly ball to left center field.   Nick Swisher scores.  ","R","L","R","CHC","CWS","X","null","fly_ball",1,0,2008,"-1.22","1.31","-0.29","1.56","null","null",430897,2,4,"Top","104.42","25.10",,,"null",,"080621_130522",8.619,-131.511,-8.305,-13.788,27.62,-18.549,"3.54","1.65","null","null","null","null","null","null",234876,150302,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",29,"2","Sinker",1,2,2,1,2,1,2,1,"null","null"
"FF","2008-06-21","93.7","-1.69","5.75","Edwin Jackson",150324,429719,"home_run","hit_into_play_score",,,,,"10","Carlos Lee homers (16) on a fly ball to left field.  ","R","R","R","TB","HOU","X","null","fly_ball",0,0,2008,"-0.70","1.59","-0.66","3.49","null","null","null",2,4,"Top","21.08","81.33",,,"null",,"080621_185242",4.184,-136.398,-3.406,-7.596,35.41,-14.146,"3.45","1.61","null","null","null","null","null","null",234881,429719,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",23,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-06-21","94.5","-0.69","5.99","Daniel Cabrera",430611,425555,"home_run","hit_into_play_score",,,,,"27","Corey Hart homers (11) on a fly ball to left field.   Prince Fielder scores.  ","R","R","R","MIL","BAL","X","null","fly_ball",0,1,2008,"-1.08","1.11","-1.01","2.10","null","null",425902,2,3,"Bot","38.15","50.20",,,"null",,"080621_185331",1.509,-137.501,-6.773,-12.874,33.889,-20.124,"3.50","1.69","null","null","null","null","null","null",234875,425555,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",24,"2","4-Seam Fastball",1,0,1,0,0,1,1,0,"null","null"
"CU","2008-06-21","76.0","-2.27","6.32","Cha Seung Baek",120044,430657,"home_run","hit_into_play_score",,,,,"14","Magglio Ordonez homers (11) on a fly ball to center field.   Carlos Guillen scores.  ","R","R","R","SD","DET","X","null","fly_ball",1,0,2008,"-0.11","0.22","0.36","3.34","null","null",136722,2,3,"Top","116.47","23.09",,,"null",,"080621_195142",5.66,-110.497,0.971,0.138,24.057,-31.915,"3.54","1.48","null","null","null","null","null","null",234879,430657,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",23,"2","Curveball",3,2,2,3,2,3,2,3,"null","null"
"SL","2008-06-21","85.2","-2.24","6.34","Brett Myers",115223,408206,"home_run","hit_into_play_score",,,,,"36","Vladimir Guerrero homers (12) on a fly ball to left center field.  ","R","R","R","PHI","LAA","X","null","fly_ball",0,1,2008,"0.18","0.39","-1.00","1.75","null","null","null",1,4,"Top","68.27","55.22",,,"null",,"080621_194659",2.323,-124.038,-5.05,3.407,26.73,-30.092,"3.99","1.80","null","null","null","null","null","null",234873,408206,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",23,"2","Slider",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-06-21","93.2","-1.70","5.70","Chan Ho Park",282332,120221,"home_run","hit_into_play_score",,,,,"4","C.   Sabathia homers (1) on a fly ball to right field.  ","R","L","R","LAD","CLE","X","null","fly_ball",1,0,2008,"-1.08","1.52","-0.35","2.62","null","null","null",0,3,"Top","229.92","81.33",,,"null",,"080621_133539",5.976,-135.505,-5.397,-12.603,31.41,-15.139,"4.09","1.79","null","null","null","null","null","null",234878,120221,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",15,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"CU","2008-06-21","78.5","-2.32","5.50","Chris Smith",136267,434672,"home_run","hit_into_play_score",,,,,"23","Troy Glaus hits a grand slam (10) to left field.   Skip Schumaker scores.    Aaron Miles scores.    Ryan Ludwick scores.  ","R","R","R","BOS","STL","X","null","fly_ball",1,0,2008,"0.46","-0.58","-0.67","2.11",435401,425446,407886,1,2,"Top","43.17","64.26",,,"null",,"080621_163554",2.461,-114.295,1.184,5.485,26.055,-39.123,"3.38","1.64","null","null","null","null","null","null",234885,434672,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",18,"2","Curveball",0,4,4,0,4,0,4,0,"null","null"
"FC","2008-06-21","85.8","1.90","5.87","Nate Robertson",136664,425146,"home_run","hit_into_play_score",,,,,"36","Michael Barrett homers (2) on a fly ball to left field.   Khalil Greene scores.  ","R","R","L","SD","DET","X","null","fly_ball",2,2,2008,"-0.38","1.12","-1.02","1.02",425867,"null","null",0,2,"Bot","20.08","78.31",,,"null",,"080621_193858",-6.551,-124.63,-7.288,-2.802,29.611,-22.228,"3.28","1.17","null","null","null","null","null","null",234879,425146,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",15,"7","Cutter",1,1,1,1,1,1,1,1,"null","null"
"null","2008-06-21","null","null","null","Jesse Litsch",112223,446209,"home_run","hit_into_play_score",,,,,"null","Raul Chavez homers (1) on a fly ball to left field.   Jose Bautista scores.  ","R","R","R","PIT","TOR","X","null","fly_ball",1,0,2008,"null","null","null","null","null","null",430832,1,2,"Bot","23.09","82.33",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",234887,446209,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",14,"2","null",2,0,2,0,0,2,2,0,"null","null"
"null","2008-06-21","null","null","null","Jesse Litsch",424726,446209,"home_run","hit_into_play_score",,,,,"null","Jason Bay homers (15) on a fly ball to left field.   Nate McLouth scores.  ","R","R","R","PIT","TOR","X","null","fly_ball",1,1,2008,"null","null","null","null","null","null",434661,2,1,"Bot","41.16","37.15",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",234887,446209,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",7,"3","null",0,0,0,0,0,0,0,0,"null","null"
"SI","2008-06-21","91.5","-2.34","6.27","Jason Marquis",113679,150302,"home_run","hit_into_play_score",,,,,"7","Jermaine Dye homers (16) on a line drive to left center field.   Carlos Quentin scores.  ","R","R","R","CHC","CWS","X","null","line_drive",0,1,2008,"-1.30","0.99","-0.30","1.90","null","null",435041,2,1,"Top","88.35","21.08",,,"null",,"080621_121235",8.197,-132.836,-7.193,-14.962,29.404,-22.259,"3.53","1.59","null","null","null","null","null","null",234876,150302,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",4,"2","Sinker",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-06-21","89.6","-2.31","5.58","Daisuke Matsuzaka",425446,493137,"home_run","hit_into_play_score",,,,,"14","Aaron Miles homers (1) on a fly ball to right field.    Skip Schumaker scores.  ","R","L","R","BOS","STL","X","null","fly_ball",2,1,2008,"-0.67","1.29","0.33","3.05","null","null",435401,0,1,"Top","204.82","54.22",,,"null",,"080621_160014",7.979,-130.237,-2.609,-6.506,34.157,-19.405,"3.02","1.41","null","null","null","null","null","null",234885,493137,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",2,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-06-21","91.8","-1.46","5.75","Garrett Mock",435079,452241,"home_run","hit_into_play_score",,,,,"5","Ian Kinsler homers (11) on a fly ball to left field.  ","R","R","R","WSH","TEX","X","null","fly_ball",1,0,2008,"-0.52","1.46","0.16","2.63","null","null","null",0,1,"Top","51.20","41.16",,,"null",,"080621_191336",5.21,-133.484,-5.038,-5.033,32.569,-16.448,"3.25","1.45","null","null","null","null","null","null",234886,452241,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",1,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"SI","2008-06-20","91.1","-1.84","5.23","Huston Street",462564,434718,"home_run","hit_into_play_score",,,,,"5","Dan Uggla homers (23) on a fly ball to left field.  ","R","R","R","OAK","FLA","X","null","fly_ball",2,1,2008,"-1.63","1.10","0.24","2.70","null","null","null",1,9,"Top","7.03","56.22",,,"null",,"080620_215711",9.022,-132.29,-2.471,-18.744,33.534,-21.144,"3.24","1.53","null","null","null","null","null","null",234865,434718,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",75,"4","Sinker",6,5,5,6,5,6,5,6,"null","null"
"FF","2008-06-20","90.8","-1.57","6.37","Carlos Villanueva",333492,453646,"home_run","hit_into_play_score",,,,,"4","Aubrey Huff homers (14) on a fly ball to left center field.  ","R","L","R","MIL","BAL","X","null","fly_ball",0,0,2008,"-0.71","1.97","-0.51","2.89","null","null","null",2,8,"Top","90.36","27.11",,,"null",,"080620_220426",4.139,-132.016,-6.953,-7.219,31.845,-10.659,"3.49","1.70","null","null","null","null","null","null",234860,453646,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",74,"1","4-Seam Fastball",5,7,7,5,7,5,7,5,"null","null"
"FS","2008-06-20","85.9","-1.36","5.72","Jose Valverde",425900,407878,"home_run","hit_into_play_score",,,,,"5","Dioner Navarro homers (4) on a fly ball to right field.  ","R","L","R","TB","HOU","X","null","fly_ball",0,1,2008,"-1.04","0.50","0.18","2.23","null","null","null",1,9,"Bot","231.93","79.32",,,"null",,"080620_220226",5.86,-124.911,-2.703,-10.204,27.19,-28.852,"3.29","1.50","null","null","null","null","null","null",234866,407878,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",73,"2","Split-Finger",2,4,2,4,4,2,2,4,"null","null"
"SL","2008-06-20","83.7","-1.65","5.45","Huston Street",435181,434718,"home_run","hit_into_play_score",,,,,"6","Jeremy Hermida homers (7) on a fly ball to right field.    Matt Treanor scores.  ","R","L","R","OAK","FLA","X","null","fly_ball",1,1,2008,"-0.31","0.51","0.30","2.32","null","null",276354,2,8,"Top","231.93","62.25",,,"null",,"080620_213339",5.085,-121.73,-1.47,-1.948,25.416,-28.863,"3.26","1.43","null","null","null","null","null","null",234865,434718,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",66,"3","Slider",4,3,3,4,3,4,3,4,"null","null"
"SI","2008-06-20","93.8","-2.37","6.25","Scott Linebrink",133380,276530,"home_run","hit_into_play_score",,,,,"8","Aramis Ramirez homers (12) on a fly ball to center field.  ","R","R","R","CHC","CWS","X","null","fly_ball",1,0,2008,"-1.03","1.73","-0.09","1.90","null","null","null",0,9,"Bot","133.53","16.06",,,"null",,"080620_162221",8.348,-136.042,-9.374,-11.987,31.515,-12.232,"3.42","1.45","null","null","null","null","null","null",234861,276530,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",69,"2","Sinker",3,3,3,3,3,3,3,3,"null","null"
"FF","2008-06-20","89.8","-0.21","6.41","Hideki Okajima",425877,506606,"home_run","hit_into_play_score",,,,,"2","Yadier Molina homers (4) on a fly ball to left field.  ","R","R","L","BOS","STL","X","null","fly_ball",0,0,2008,"0.06","2.19","-0.26","2.84","null","null","null",1,8,"Top","59.24","54.22",,,"null",,"080620_223546",-0.548,-130.538,-7.342,2.258,35.251,-8.852,"3.33","1.60","null","null","null","null","null","null",234870,506606,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",66,"1","4-Seam Fastball",3,4,4,3,4,3,4,3,"null","null"
"CU","2008-06-20","71.0","-2.71","6.53","Kevin Millwood",452668,119154,"home_run","hit_into_play_score",,,,,"21","Elijah Dukes homers (2) on a fly ball to left field.  ","R","R","R","WSH","TEX","X","null","fly_ball",0,0,2008,"0.73","-0.55","-0.78","2.98","null","null","null",0,8,"Bot","48.19","42.17",,,"null",,"080620_214739",2.278,-103.382,2.223,6.434,23.153,-37.576,"3.31","1.53","null","null","null","null","null","null",234871,119154,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",59,"1","Curveball",2,3,2,3,3,2,2,3,"null","null"
"KN","2008-06-20","66.9","-0.46","6.48","Tim Wakefield",435401,123801,"home_run","hit_into_play_score",,,,,"18","Skip Schumaker homers (5) on a fly ball to right field.    Jason LaRue scores.  ","R","L","R","BOS","STL","X","null","fly_ball",0,0,2008,"0.65","2.06","0.39","3.27","null",150178,"null",1,7,"Top","211.85","54.22",,,"null",,"080620_221200",0.232,-97.373,-0.698,5.174,21.497,-20.187,"3.08","1.73","null","null","null","null","null","null",234870,123801,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",56,"1","Knuckleball",2,2,2,2,2,2,2,2,"null","null"
"FF","2008-06-20","94.4","-1.49","6.16","Santiago Casilla",434670,433586,"home_run","hit_into_play_score",,,,,"12","Hanley Ramirez homers (16) on a fly ball to left field.  ","R","R","R","OAK","FLA","X","null","fly_ball",3,2,2008,"-0.75","1.79","-0.53","3.28","null","null","null",0,7,"Top","49.20","27.11",,,"null",,"080620_205512",4.111,-137.343,-5.597,-8.319,37.548,-11.48,"3.36","1.56","null","null","null","null","null","null",234865,433586,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",52,"6","4-Seam Fastball",4,1,1,4,1,4,1,4,"null","null"
"SI","2008-06-20","90.9","-0.70","5.94","Kyle Lohse",150061,346798,"home_run","hit_into_play_score",,,,,"13","Julio Lugo homers (1) on a fly ball to left field.  ","R","R","R","BOS","STL","X","null","fly_ball",3,2,2008,"-1.04","1.27","-0.09","3.01","null","null","null",2,6,"Bot","35.14","69.28",,,"null",,"080620_220417",3.801,-132.254,-3.936,-11.419,32.5,-19.039,"3.16","1.70","null","null","null","null","null","null",234870,346798,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",52,"6","Sinker",1,2,1,2,2,1,1,2,"null","null"
"SL","2008-06-20","81.0","-2.81","5.88","Octavio Dotel",133380,136734,"home_run","hit_into_play_score",,,,,"6","Aramis Ramirez homers (11) on a fly ball to left center field.  ","R","R","R","CHC","CWS","X","null","fly_ball",2,2,2008,"1.32","0.39","0.50","2.50","null","null","null",0,7,"Bot","67.27","38.15",,,"null",,"080620_154525",4.506,-117.845,-1.262,14.445,25.893,-30.261,"3.22","1.37","null","null","null","null","null","null",234861,136734,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",53,"5","Slider",2,3,2,3,3,2,2,3,"null","null"
"FF","2008-06-20","92.8","-2.80","5.62","Octavio Dotel",117601,136734,"home_run","hit_into_play_score",,,,,"5","Derrek Lee homers (15) on a fly ball to right field.  ","R","R","R","CHC","CWS","X","null","fly_ball",0,0,2008,"-0.51","1.24","-0.18","2.56","null","null","null",0,7,"Bot","199.80","40.16",,,"null",,"080620_154316",7.923,-134.906,-4.628,-5.071,29.261,-18.68,"3.62","1.60","null","null","null","null","null","null",234861,136734,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",52,"1","4-Seam Fastball",1,3,1,3,3,1,1,3,"null","null"
"SI","2008-06-20","95.4","-1.56","6.35","Heath Bell",135784,425514,"home_run","hit_into_play_score",,,,,"13","Placido Polanco homers (3) on a fly ball to left field.  ","R","R","R","SD","DET","X","null","fly_ball",2,0,2008,"-1.20","1.87","-0.26","2.87","null","null","null",2,8,"Top","25.10","69.28",,,"null",,"080620_210057",6.195,-138.541,-7.565,-14.59,38.079,-10.005,"2.90","1.30","null","null","null","null","null","null",234864,425514,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",56,"3","Sinker",2,1,1,2,1,2,1,2,"null","null"
"CH","2008-06-20","83.2","-2.70","6.08","Eddie Bonine",425867,444382,"home_run","hit_into_play_score",,,,,"8","Khalil Greene homers (7) on a fly ball to left field.  ","R","R","R","SD","DET","X","null","fly_ball",1,1,2008,"-1.37","1.20","0.01","1.87","null","null","null",1,7,"Bot","28.11","76.31",,,"null",,"080620_204850",9.097,-120.7,-5.239,-12.769,29.255,-22.072,"3.29","1.45","null","null","null","null","null","null",234864,444382,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",51,"3","Changeup",1,1,1,1,1,1,1,1,"null","null"
"FF","2008-06-20","92.6","-0.40","6.31","Rich Harden",462564,425848,"home_run","hit_into_play_score",,,,,"12","Dan Uggla homers (22) on a fly ball to left field.  ","R","R","R","OAK","FLA","X","null","fly_ball",2,1,2008,"-0.62","1.96","-0.51","3.19","null","null","null",2,6,"Top","13.05","68.27",,,"null",,"080620_203405",0.903,-134.702,-6.368,-6.296,34.276,-9.928,"3.24","1.53","null","null","null","null","null","null",234865,425848,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",44,"4","4-Seam Fastball",4,0,0,4,0,4,0,4,"null","null"
"SI","2008-06-20","89.5","-1.72","6.29","Scott Baker",448602,435044,"home_run","hit_into_play_score",,,,,"23","Mark Reynolds homers (16) on a fly ball to left field.  ","R","R","R","MIN","ARI","X","null","fly_ball",0,0,2008,"-1.40","2.00","-0.78","1.94","null","null","null",0,6,"Top","25.10","68.27",,,"null",,"080620_204220",5.347,-129.956,-8.722,-15.027,36.524,-11.414,"3.51","1.43","null","null","null","null","null","null",234859,435044,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",45,"1","Sinker",7,0,0,7,0,7,0,7,"null","null"
"FF","2008-06-20","89.1","-0.75","5.28","Mark DiFelice",333492,442707,"home_run","hit_into_play_score",,,,,"39","Aubrey Huff homers (13) on a fly ball to right field.  ","R","L","R","MIL","BAL","X","null","fly_ball",3,2,2008,"-0.87","1.42","0.30","1.91","null","null","null",0,4,"Top","220.88","52.21",,,"null",,"080620_203909",4.426,-129.527,-5.079,-8.874,30.044,-17.787,"3.49","1.70","null","null","null","null","null","null",234860,442707,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",38,"8","4-Seam Fastball",5,6,6,5,6,5,6,5,"null","null"
"FF","2008-06-20","93.0","-0.73","5.95","Radhames Liz",425902,467785,"home_run","hit_into_play_score",,,,,"1","Prince Fielder homers (14) on a fly ball to right field.    Ryan Braun scores.  ","R","L","R","MIL","BAL","X","null","fly_ball",1,0,2008,"-1.06","1.47","-0.44","2.93","null","null",460075,0,3,"Bot","181.73","31.12",,,"null",,"080620_202719",3.06,-135.363,-5.054,-12.219,32.481,-15.872,"3.33","1.63","null","null","null","null","null","null",234860,467785,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",34,"2","4-Seam Fastball",3,6,3,6,6,3,3,6,"null","null"
"FF","2008-06-20","72.3","-0.19","6.68","Tim Wakefield",150178,123801,"home_run","hit_into_play_score",,,,,"18","Jason LaRue homers (2) on a fly ball to left field.  ","R","R","R","BOS","STL","X","null","fly_ball",1,0,2008,"-0.55","2.00","0.33","3.47","null","null","null",0,5,"Top","51.20","65.26",,,"null",,"080620_212714",1.86,-105.235,-2.138,-3.295,21.881,-18.381,"3.10","1.50","null","null","null","null","null","null",234870,123801,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",35,"2","4-Seam Fastball",1,0,0,1,0,1,0,1,"null","null"
"CU","2008-06-20","72.5","1.27","6.64","Mark Hendrickson",471865,424805,"home_run","hit_into_play_score",,,,,"5","Carlos Gonzalez homers (1) on a fly ball to right field.  ","R","L","L","OAK","FLA","X","null","fly_ball",0,0,2008,"-0.54","-0.57","0.02","2.70","null","null","null",2,4,"Bot","216.87","36.14",,,"null",,"080620_200821",-1.796,-105.581,1.047,-3.285,20.832,-38.081,"3.38","1.50","null","null","null","null","null","null",234865,424805,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",32,"1","Curveball",2,0,2,0,0,2,2,0,"null","null"
"FT","2008-06-20","91.7","-3.01","5.83","Eddie Bonine",452104,444382,"home_run","hit_into_play_score",,,,,"4","Chase Headley homers (2) on a fly ball to center field.  ","R","L","R","SD","DET","X","null","fly_ball",0,0,2008,"-1.43","1.44","-0.43","2.32","null","null","null",1,4,"Bot","118.47","14.06",,,"null",,"080620_201105",9.829,-133.111,-5.847,-16.252,35.905,-16.969,"3.16","1.50","null","null","null","null","null","null",234864,444382,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",31,"1","2-Seam Fastball",0,1,0,1,1,0,0,1,"null","null"
"FF","2008-06-20","88.5","0.97","6.25","Mark Hendrickson",435559,424805,"home_run","hit_into_play_score",,,,,"22","Kurt Suzuki homers (3) on a fly ball to left field.   Eric Chavez scores.  ","R","R","L","OAK","FLA","X","null","fly_ball",2,2,2008,"0.48","1.92","-0.69","2.54","null",136767,"null",2,4,"Bot","26.10","45.18",,,"null",,"080620_200735",-5.618,-128.625,-6.949,7.21,29.848,-12.226,"3.11","1.44","null","null","null","null","null","null",234865,424805,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",31,"5","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-06-20","92.8","1.64","6.49","Randy Johnson",407155,116615,"home_run","hit_into_play_score",,,,,"6","Craig Monroe homers (6) on a fly ball to left center field.   Justin Morneau scores.  ","R","R","L","MIN","ARI","X","null","fly_ball",0,0,2008,"1.14","1.59","0.39","2.76","null",408047,"null",2,3,"Bot","76.31","19.08",,,"null",,"080620_200932",-6.399,-134.888,-7.004,16.362,37.035,-14.731,"3.68","1.39","null","null","null","null","null","null",234859,116615,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",27,"1","4-Seam Fastball",4,0,4,0,0,4,4,0,"null","null"
